,Filename,Questions,Interviewerin,Arzt
116,87_Die zweite Spritze macht den Unterschied - Skript herunterladen.pdf,"Ist das Verfügbarkeitsheuristik, also ein bloßes Wahrnehmungsphänomen, weil man vielleicht selbst eine starke Impfreaktion hatte und andere Fälle kennt? Wie würden Sie das einordnen? Was weiß  man da?Wie kann man das feststellen, diagnostizieren? Weil Sie die Frage angesprochen haben: Wie viel schützt die erste Dosis eigentlich? Und wann? Also wenn Sie ein Freund, eine Freundin fragt: Wie viel schützt Biontech? Wie viel schützt AstraZeneca nach der ersten Dosis gegen Erkrankungen, aber auch gegen unbemerkte Infektionen und Weitergabe des Virus? Lassen Sie uns trotzdem noch kurz bei der Frage bleiben, die wir am Anfang schon angedeutet haben: Was ist, wenn man geimpft wird und sich dann trotzdem noch einmal infiziert, vielleicht noch mal krank wird? Nun kommen wir zu dem mehrmals angedeuteten Thema: Was ist, wenn ich Covid19 überstanden habe, genesen bin und noch eine weitere Impfung brauche? Oder?Was ist eigentlich, wenn ich nach einer Impfung gar keine nachweisbaren Antikörper habe? Was genau ist da passiert? Was soll das sein? Kann man Impfnebenwirkungen, Impfreaktionen ausleiten aus dem Körper? Halten Sie das für realistisch? Ist denn bei Kindern immunologisch, ganz allgemein gesprochen, auch auch als Frage an die Ärztin in Ihnen, was zu bedenken, was mögliche unerwünschte Nebenwirkungen angehen kann, die eben in so einer Studie noch gar nicht auftreten können wegen der im Vergleich geringen Zahl der Probanden, die ganz anders sein könnten als bei Erwachsenen? Oder kann man auf den Studien aufbauen? Eine Frage, die eher politisch entschieden werden muss, ist schon auch: Wenn die Erwachsenen geimpft werden und Familien, in denen die Eltern geimpft sind, mehr Bewegungsmöglichkeiten eingeräumt werden Œ was ist eigentlich mit den Kindern? Reisen, essen gehen zum Beispiel? Natürlich, in letzter Zeit ist auch die Frage ein bisschen mehr in der Diskussion: Gibt es eigentlich Long Covid bei Kindern?",KORINNA HENNIG,SANDRA CIESEK
117,87_Die zweite Spritze macht den Unterschied.pdf,"Ist das Verfügbarkeitsheuristik, also ein bloßes Wahrnehmungsphänomen, weil man vielleicht selbst eine starke Impfreaktion hatte und andere Fälle kennt? Wie würden Sie das einordnen? Was weiß  man da?Wie kann man das feststellen, diagnostizieren? Weil Sie die Frage angesprochen haben: Wie viel schützt die erste Dosis eigentlich? Und wann? Also wenn Sie ein Freund, eine Freundin fragt: Wie viel schützt Biontech? Wie viel schützt AstraZeneca nach der ersten Dosis gegen Erkrankungen, aber auch gegen unbemerkte Infektionen und Weitergabe des Virus? Lassen Sie uns trotzdem noch kurz bei der Frage bleiben, die wir am Anfang schon angedeutet haben: Was ist, wenn man geimpft wird und sich dann trotzdem noch einmal infiziert, vielleicht noch mal krank wird? Nun kommen wir zu dem mehrmals angedeuteten Thema: Was ist, wenn ich Covid19 überstanden habe, genesen bin und noch eine weitere Impfung brauche? Oder?Was ist eigentlich, wenn ich nach einer Impfung gar keine nachweisbaren Antikörper habe? Was genau ist da passiert? Was soll das sein? Kann man Impfnebenwirkungen, Impfreaktionen ausleiten aus dem Körper? Halten Sie das für realistisch? Ist denn bei Kindern immunologisch, ganz allgemein gesprochen, auch auch als Frage an die Ärztin in Ihnen, was zu bedenken, was mögliche unerwünschte Nebenwirkungen angehen kann, die eben in so einer Studie noch gar nicht auftreten können wegen der im Vergleich geringen Zahl der Probanden, die ganz anders sein könnten als bei Erwachsenen? Oder kann man auf den Studien aufbauen? Eine Frage, die eher politisch entschieden werden muss, ist schon auch: Wenn die Erwachsenen geimpft werden und Familien, in denen die Eltern geimpft sind, mehr Bewegungsmöglichkeiten eingeräumt werden Œ was ist eigentlich mit den Kindern? Reisen, essen gehen zum Beispiel? Natürlich, in letzter Zeit ist auch die Frage ein bisschen mehr in der Diskussion: Gibt es eigentlich Long Covid bei Kindern?",KORINNA HENNIG,SANDRA CIESEK
118,88_Impfmission possible - Skript herunterladen.pdf,"Wenn wir trotzdem versuchen, das mal isoliert zu betrachten, kann es dadurch in Kombination mit den anderen Faktoren schon endlich einen spürbaren  Effekt auf die Pandemie geben? Wollen wir uns vielleicht diese einzelnen Länder mal kurz angucken? Dennoch bleibt es schwierig, die Frage zu beantworten: Wie wahrscheinlich geben geimpfte Menschen das Virus noch weiter, wenn sie sich trotz Impfung infizieren, womöglich unbemerkt? Also wie viele weitere steckt ein Infizierter zu Hause noch an? Inwieweit geht es hier um B.1.1.7? Aber abgesehen davon sind ja zwei Aspekte wichtig, wie gut ist die Wirksamkeit bei der zweiten Dosis schon nach vier Wochen? Und das ist der, worauf ich jetzt auch in diesem Zusammenhang hinauswill, wird das allgemeine Impftempo dadurch nicht verlangsamt, weil weniger schnell die erste Dosis an möglichst viele verteilt werden kann? Wie folgenreich kann diese Entscheidung aus dem Gesundheitsministerium für die Pandemie sein? Trotzdem, wenn wir davon ausgehen, dass sich viele Menschen für eine Impfung entscheiden Œ genau unter den Voraussetzungen, die Sie gerade geschildert haben Œ dann haben viele trotzdem noch die Sorge: Wie gut wirkt der Impfstoff, den wir haben, gegen die Varianten? Also dass schon die Wildtyp-Impfung eine gute Wirkung auch gegen Immunescape-Varianten haben könnte? Und kann man das den Kindern eigentlich zumuten? Es muss nur jetzt schon weitergedacht werden als nur bis zur Tischkante beziehungsweise bis zum Sommerurlaub.Müssen wir noch mal auf die Frage blicken, wie es rund  um Reisen aussieht, also RückkehrerQuarantäne?",KORINNA HENNIG,CHRISTIAN DROSTEN
119,88_Impfmission possible.pdf,"Wenn wir trotzdem versuchen, das mal isoliert zu betrachten, kann es dadurch in Kombination mit den anderen Faktoren schon endlich einen spürbaren  Effekt auf die Pandemie geben? Wollen wir uns vielleicht diese einzelnen Länder mal kurz angucken? Dennoch bleibt es schwierig, die Frage zu beantworten: Wie wahrscheinlich geben geimpfte Menschen das Virus noch weiter, wenn sie sich trotz Impfung infizieren, womöglich unbemerkt? Also wie viele weitere steckt ein Infizierter zu Hause noch an? Inwieweit geht es hier um B.1.1.7? Aber abgesehen davon sind ja zwei Aspekte wichtig, wie gut ist die Wirksamkeit bei der zweiten Dosis schon nach vier Wochen? Und das ist der, worauf ich jetzt auch in diesem Zusammenhang hinauswill, wird das allgemeine Impftempo dadurch nicht verlangsamt, weil weniger schnell die erste Dosis an möglichst viele verteilt werden kann? Wie folgenreich kann diese Entscheidung aus dem Gesundheitsministerium für die Pandemie sein? Trotzdem, wenn wir davon ausgehen, dass sich viele Menschen für eine Impfung entscheiden Œ genau unter den Voraussetzungen, die Sie gerade geschildert haben Œ dann haben viele trotzdem noch die Sorge: Wie gut wirkt der Impfstoff, den wir haben, gegen die Varianten? Also dass schon die Wildtyp-Impfung eine gute Wirkung auch gegen Immunescape-Varianten haben könnte? Und kann man das den Kindern eigentlich zumuten? Es muss nur jetzt schon weitergedacht werden als nur bis zur Tischkante beziehungsweise bis zum Sommerurlaub.Müssen wir noch mal auf die Frage blicken, wie es rund  um Reisen aussieht, also RückkehrerQuarantäne?",KORINNA HENNIG,CHRISTIAN DROSTEN
120,89_Gemeinsam gegen die Pandemie - Skript herunterladen.pdf,"Was macht eine Variant of Concern aus?Wie genau kann jetzt ein Virus leichter übertragbar werden? Gibt es dazu schon Erkenntnisse?IMPFUNG VON  ORGANTRANSPLANTIERTENWie haben die Geimpften reagiert?Könnte man in solchen Fällen nicht darüber nachdenken, ob man auch hier eine dritte Impfdosis gibt? Ich hoffe, dass es da bald einfach auch Studien gibt, die spezielle Impfschemata bei diesen Patienten untersucht.Wie ist das denn abgesehen von Organtransplantation bei Operation? Wenn ich operiert werden muss, was muss ich beachten? Deckt sich das auch mit dem, was Ihre Kolleginnen und Kollegen auf der Intensivstation berichten?ALTERSSTRUKTUR AUF DEN  INTENSIVSTATIONENDas heißt, vielleicht sollte man jetzt auch eher über eine Impfpriorisierung eben aller über 50-Jährigen nachdenken und eher weniger von bestimmten Berufsgruppen?Wie ist denn Ihr Eindruck dazu, wie gut die Impfungen in den älteren Altersgruppen vorankommen? Worauf müssen wir uns denn einstellen, wenn das alles nicht passieren sollte? Auf was für ein Szenario müssten wir uns einstellen?",BEKE SCHULMANN,SANDRA CIESEK
121,89_Gemeinsam gegen die Pandemie.pdf,"Was macht eine Variant of Concern aus?Wie genau kann jetzt ein Virus leichter übertragbar werden? Gibt es dazu schon Erkenntnisse?IMPFUNG VON  ORGANTRANSPLANTIERTENWie haben die Geimpften reagiert?Könnte man in solchen Fällen nicht darüber nachdenken, ob man auch hier eine dritte Impfdosis gibt? Ich hoffe, dass es da bald einfach auch Studien gibt, die spezielle Impfschemata bei diesen Patienten untersucht.Wie ist das denn abgesehen von Organtransplantation bei Operation? Wenn ich operiert werden muss, was muss ich beachten? Deckt sich das auch mit dem, was Ihre Kolleginnen und Kollegen auf der Intensivstation berichten?ALTERSSTRUKTUR AUF DEN  INTENSIVSTATIONENDas heißt, vielleicht sollte man jetzt auch eher über eine Impfpriorisierung eben aller über 50-Jährigen nachdenken und eher weniger von bestimmten Berufsgruppen?Wie ist denn Ihr Eindruck dazu, wie gut die Impfungen in den älteren Altersgruppen vorankommen? Worauf müssen wir uns denn einstellen, wenn das alles nicht passieren sollte? Auf was für ein Szenario müssten wir uns einstellen?",BEKE SCHULMANN,SANDRA CIESEK
122,8_Viren mutieren immer.pdf,"Welche Variante überlebt, welche nicht? Was bedeutet das für uns?Was heißt aggressiver in dem Zusammenhang Œ infektiöser? Aber das große Thema Virusmutation Š welche Bedeutung hat das für diese Coronavirus-Epidemie? Insbesondere für die Frage, ob das die Eigenschaften des Virus für uns Menschen verändert?Was für Auswirkungen sind denn in der Theorie zumindest denkbar? Hat das Einfluss auf die Immunität, zum Beispiel nach einer überstandenen Erkrankung?Das heißt aber, es ist denkbar, dass das Virus ansteckender wird, um es laienhaft auszudrücken, wenn es mutiert ist? Hat das auch Auswirkungen auf die Entwicklung der Impfstoffe? Ist dann alles für die Katz gewesen? Laienhaft gesprochen?Sie hatten vorgestern sehr anschaulich erklärt, dass die Immunität gegen ein bestimmtes Coronavirus mit der gegen ein anderes, verwandtes Virus zusammenhängen kann Œ und zwar am Beispiel des CoronaRinderVirus, das beim Rind Durchfallerkrankungen macht und nicht auf den Menschen geht, weil Menschen mit Das ist bei diesem Virus ja jetzt schon der Fall.Weil Sie sagten, Herr Drosten, Sie wissen noch nicht, ob und wie das schon passiert ist Š in der Theorie: Wie schnell vollziehen sich solche Mutationen oder wie schnell können sie sein?Also die Anpassung an den Wirt?",KORINNA HENNIG,CHRISTIAN DROSTEN
123,90_Das Virus auf der Standspur.pdf,"Macht Ihnen die allgemeine Öffnungsbegeisterung mit Außengastronomie Sorgen? Welche Rolle spielen denn die Maßnahmen noch? Ist das aus Ihrer Sicht möglicherweise ein Rettungsgasse- oder Standspureffekt, weil die Älteren durch Impfungen doch schon besser geschützt sind, aber die Kinder noch gar nicht? Und diese Variante da schlicht mehr Wirte findet?Das heißt, es könnte ganz anders ausgehen als damals, als sich B.1.1.7 verbreitet hat? Man weiß es einfach noch nicht.Jetzt kommt noch die beliebte Journalistenfrage: Kann das auch bei uns passieren? Wie schätzen Sie die Lage jetzt ein? Auch über Fragen, die sich bei den Menschen Meistens macht man es ja zumindest aus dem Rachen.Ich möchte trotzdem nochmal kurz auf zwei Dinge eingehen, für die Frage: Wie kann man das denn lesen, wenn man Ihr Paper auch mitliest? Können Sie trotzdem noch mal erklären, warum Sie sagen, dass das nicht so ein großer Unterschied ist? Warum? Wozu?Wenn wir in den Blick nehmen, was Sie sonst noch für Erkenntnisse gewonnen haben, vor dem Hintergrund dessen, was Sie uns gerade versucht haben zu erläutern, also wie man überhaupt versuchen kann, sich dieser Frage zu nähern: Wann ist jemand ansteckend? Und wie viel Virus braucht es dafür, um ansteckend zu sein? Sie schreiben diese Daten fort, oder?",KORINNA HENNIG,CHRISTIAN DROSTEN
124,"91_Die Pandemie, der Impfstoff und die Kinde.pdf","Dennoch bewegt uns alle die bange Frage: Wie stabil ist das? Was können Sie uns dazu sagen? Wobei der spezielle Untertyp, um den es geht, der am meisten unter Beobachtung steht, der ist im Verhältnis leicht mehr geworden.Zum Ausgleich ist die südafrikanische Variante Œ  Moment, jetzt muss ich nachgucken–Was diese Varianten angeht, gerade weil Sie am Drehkreuz Frankfurt sitzen, rechnen Sie damit, dass das mit zunehmendem Reiseverkehr im Sommer mehr wird? Aber dass es vorkommt, kann man schon als gesichert ansehen, oder? Frau Ciesek? Welche Rolle spielen diese Überlegungen in Ihrer Risikoabschätzung? Es geht aber auch darum: Was wissen wir tatsächlich über die Wirkung des Impfstoffs bei Kindern und Jugendlichen ab zwölf Jahren? Was sagt Ihnen diese Studie? Welche Fragen sind da für Sie noch völlig offen geblieben? Worum kann es denn dabei gehen? Geht es da um die Rolle des Spike Proteins zum Beispiel, die besondere Aufmerksamkeit  bedarf? Wie sind Sie damit umgegangen? Also spielen sie eine Rolle für eine Art von Herdenimmunität zum Schutze aller? Aber kann sich im Herbst so was nicht trotzdem noch verändern? Wir haben natürlich auch mathematische Modellierungen genau zu der Frage angestellt: Was bedeutet diese Impfung? Nehmen wir mal an, man würde so und so viel Prozent der Kinder jetzt aufgrund einer Empfehlung impfen, was passiert dann? Was will ich damit sagen? Inwieweit ich das jetzt im Augenblick als Argument für die allgemeine Kinderimpfung in dem Bereich zwölf bis 15 Jahre heranziehen würde, da habe ich persönlich keine richtige Meinung dazu.Abschließend, Herr Mertens, was ändert sich eigentlich, wenn es noch mal um andere Impfstoffe geht? Oder? Nehmen Sie das auch so wahr?Beim Thema Risikofaktoren und Risikogruppen glauben Sie, dass man da trotzdem noch mal ein bisschen genauer hingucken muss? Bei Kindern weiß man da noch gar nicht so viel drüber, oder?Kann man zumindest qualitativ sagen, wenn nicht quantitativ, aber vielleicht ein Anreiz für die Kinder, die jetzt in der Pandemie zugelegt haben.Welche Rolle spielen eigentlich diese Altersgrenzen? Kann man sagen, warum das nicht gemacht wird? Halten Sie es ganz theoretisch immer noch für denkbar? Richtig?HERZMUSKELENTZÜNDUNGEN -  MÖGLICHE VERBINDUNG BEI IMPFUNG? Wie schätzen Sie das ein? Auch, was die Entwicklung einer möglicherweise dann doch vierten Welle durch Varianten und so weiter angeht? Wäre es denn nicht denkbar, dass man in den Schulen zum Beispiel umschwenkt auf PCR-Tests, möglicherweise gepoolt? Die haben auch geguckt, was bringt es, wenn man die Tische im Abstand von einem Meter aufstellt oder diese Plexiglas-Barrieren? Oder? VERSCHIEDENE IMPFSTOFFE Œ  BESSERE IMPFREAKTION?Und die systemischen, die schweren, zumindest aber auch, oder? Also ist die Immunreaktion nach dem heterologen Impfschema auch wirklich gut? Was die Antikörper-Titer angeht, einmal grundsätzlich gefragt: Wenn wir absolute Zahlen zu der Antikörperreaktion sehen, gibt es da eigentlich überhaupt einen Referenzwert? Also wissen Sie als Forscherin und auch als Ärztin, wie viele Antikörper braucht es für einen guten Schutz? AstraZeneca, also Vektor-Impfstoffe, da kann man sich auch überlegen, wie kommt eigentlich so eine heftige Impfreaktion überhaupt zustande? Ist das von der Logik her plausibel trotzdem?",KORINNA HENNIG,SANDRA CIESEK
125,9_Wir müssen die älteren Menschen schützen.pdf,,ANJA MARTINI,
